source,source_url,root_url,base_url,name,generator,status_code
datashades.info,http://opendata.manresa.cat,opendata.manresa.cat,http://opendata.manresa.cat,Connection Error,,200
datashades.info,http://www.fnde.gov.br/dadosabertos,www.fnde.gov.br,http://www.fnde.gov.br,Bem vindo - Portal de Dados Abertos do FNDE,,200
datashades.info,https://data.milwaukee.gov,data.milwaukee.gov,https://data.milwaukee.gov,Welcome - City of Milwaukee Open Data Portal ,,200
datashades.info,https://www.data.qld.gov.au,www.data.qld.gov.au,https://www.data.qld.gov.au,Home | Queensland Government,,200
datashades.info,https://unaids.fjelltopp.org,unaids.fjelltopp.org,https://unaids.fjelltopp.org,Welcome - AIDS Data Repository,,200
datashades.info,https://data.england.nhs.uk,data.england.nhs.uk,https://data.england.nhs.uk,NHS England Data Resources,,200
datashades.info,https://data.nhm.ac.uk,data.nhm.ac.uk,https://data.nhm.ac.uk,Welcome - Data Portal,ckan ,200
datashades.info,https://data.cbwaterhub.ca,data.cbwaterhub.ca,https://data.cbwaterhub.ca,Welcome - Columbia Basin Water Hub,,200
datashades.info,http://data.montreal.ca,data.montreal.ca,http://data.montreal.ca,Bienvenue - Site web des données ouvertes de la Ville de Montréal,,200
datashades.info,https://www.civicdata.io,www.civicdata.io,https://www.civicdata.io,Welcome - CivicData.com,ckan 2.2.1,200
datashades.info,https://data.stadt-zuerich.ch,data.stadt-zuerich.ch,https://data.stadt-zuerich.ch,Open Data Zürich - Stadt Zürich,,200
datashades.info,https://datos.transporte.gob.ar,datos.transporte.gob.ar,https://datos.transporte.gob.ar,"
    Datos abiertos del Ministerio de Transporte",,200
datashades.info,https://datos.cultura.gob.ar,datos.cultura.gob.ar,https://datos.cultura.gob.ar,"
    Datos abiertos de cultura",,200
datashades.info,http://proyectoarde.org/data,proyectoarde.org,http://proyectoarde.org,404 Página no encontrada · Archivos de Arte,,404
datashades.info,https://www.data.brisbane.qld.gov.au/data,www.data.brisbane.qld.gov.au,https://www.data.brisbane.qld.gov.au,Dataset - Data | Brisbane City Council,,200
datashades.info,https://data.bris.ac.uk/data,data.bris.ac.uk,https://data.bris.ac.uk,Welcome - data.bris,,200
datashades.info,http://catalog.industrie.gov.tn,catalog.industrie.gov.tn,http://catalog.industrie.gov.tn,Connection Error,,200
datashades.info,https://hubofdata.ru,hubofdata.ru,https://hubofdata.ru,Добро пожаловать в - Хаб открытых данных,,200
datashades.info,http://opendata.picturae.com,opendata.picturae.com,http://opendata.picturae.com,Welkom - Picturae Opendata,,200
datashades.info,https://data.datahub.freightaustralia.gov.au,data.datahub.freightaustralia.gov.au,https://data.datahub.freightaustralia.gov.au,Connection Error,,200
datashades.info,https://opendata.aragon.es/data/data,opendata.aragon.es,https://opendata.aragon.es,Inicio - Datos abiertos Aragón Open Data. Gobierno de Aragón,,200
datashades.info,http://opendata.awt.be,opendata.awt.be,http://opendata.awt.be,Connection Error,,200
datashades.info,https://opendata.bayern.de/data,opendata.bayern.de,https://opendata.bayern.de,Open Data Bayern,,200
datashades.info,https://opendata.leipzig.de,opendata.leipzig.de,https://opendata.leipzig.de,Willkommen - Open Data-Portal der Stadt Leipzig,,200
datashades.info,https://demo.ckan.org,demo.ckan.org,https://demo.ckan.org,Welcome - CKAN Demo,,200
datashades.info,http://datos.qroo.gob.mx,datos.qroo.gob.mx,http://datos.qroo.gob.mx,Bienvenida - Datos Abiertos QROO,,200
datashades.info,https://www.opendata.nhs.scot,www.opendata.nhs.scot,https://www.opendata.nhs.scot,Welcome - Scottish Health and Social Care Open Data,,200
datashades.info,http://datos.gob.cl,datos.gob.cl,http://datos.gob.cl,"
  Inicio
 - Portal de Datos Abiertos",,200
datashades.info,https://data.gov.au/data,data.gov.au,https://data.gov.au,Welcome - data.gov.au,,200
datashades.info,https://data.gov.hr,data.gov.hr,https://data.gov.hr,Početna | Portal otvorenih podataka,,200
datashades.info,http://agridata.tn,agridata.tn,http://agridata.tn,Connection Error,,200
datashades.info,https://data.stat.pref.miyazaki.lg.jp,data.stat.pref.miyazaki.lg.jp,https://data.stat.pref.miyazaki.lg.jp,データセット - みやざき統計BOXデータカタログ,,200
datashades.info,https://opendata.eol.org,opendata.eol.org,https://opendata.eol.org,Welcome - OpenData.eol.org,,200
datashades.info,http://dadosabertos.iftm.edu.br,dadosabertos.iftm.edu.br,http://dadosabertos.iftm.edu.br,Bem vindo - Portal de Dados Abertos do IFTM,,200
datashades.info,http://opendata.hu,opendata.hu,http://opendata.hu,Welcome - opendata.hu,ckan 2.0,200
datashades.info,http://opendatabc.ca,opendatabc.ca,http://opendatabc.ca,"
                    Gaming Portal
            ",,200
datashades.info,http://liityntakatalogi.suomi.fi,liityntakatalogi.suomi.fi,http://liityntakatalogi.suomi.fi,Tervetuloa - Liityntäkatalogi,,200
datashades.info,https://opendata.adico.fr,opendata.adico.fr,https://opendata.adico.fr,Bienvenue - CKAN,,200
datashades.info,http://data.waterpathogens.org,data.waterpathogens.org,http://data.waterpathogens.org,Welcome - K2P Open Data Portal,,200
datashades.info,https://ckan.earlham.ac.uk,ckan.earlham.ac.uk,https://ckan.earlham.ac.uk,Timeout,,200
datashades.info,https://trouver.datasud.fr,trouver.datasud.fr,https://trouver.datasud.fr,Jeux de données - DATA SUD,,200
datashades.info,https://data.vic.gov.au/data,data.vic.gov.au,https://data.vic.gov.au,Dataset - Victorian Government Data Directory,,200
datashades.info,http://linkeddatacatalog.dws.informatik.uni-mannheim.de,linkeddatacatalog.dws.informatik.uni-mannheim.de,http://linkeddatacatalog.dws.informatik.uni-mannheim.de,Welcome - Mannheim Linked Data Catalog,ckan 2.2.4,200
datashades.info,http://opendata.slavrada.gov.ua,opendata.slavrada.gov.ua,http://opendata.slavrada.gov.ua,Connection Error,,200
datashades.info,https://data.yorkopendata.org,data.yorkopendata.org,https://data.yorkopendata.org,Datasets - York Open Data,,200
datashades.info,https://datasets.datos.mincyt.gob.ar,datasets.datos.mincyt.gob.ar,https://datasets.datos.mincyt.gob.ar,"
    Datos de la Ciencia y la Tecnología Argentina",,200
datashades.info,https://datacatalogue.gov.ie,datacatalogue.gov.ie,https://datacatalogue.gov.ie,PSB Data Catalogue - PSB Data Catalogue,,200
datashades.info,http://opendata.br7.org.il,opendata.br7.org.il,http://opendata.br7.org.il,Connection Error,,200
datashades.info,https://data.ontario.ca,data.ontario.ca,https://data.ontario.ca,Welcome - Ontario Data Catalogue,,200
datashades.info,https://open.stavanger.kommune.no,open.stavanger.kommune.no,https://open.stavanger.kommune.no,Welcome - Åpne data Stavangerregionen,,200
datashades.info,https://data.missouriepscor.org,data.missouriepscor.org,https://data.missouriepscor.org,Connection Error,,200
datashades.info,https://www.pigma.org/ckan,www.pigma.org,https://www.pigma.org,Not Found,,404
datashades.info,https://datosabiertos.ayto-arganda.es,datosabiertos.ayto-arganda.es,https://datosabiertos.ayto-arganda.es,Bienvenida - Ayuntamiento de Arganda del Rey - Portal de Datos Abiertos,,200
datashades.info,https://catalog-intaros.nersc.no,catalog-intaros.nersc.no,https://catalog-intaros.nersc.no,Welcome - INTAROS Data Catalogue,,200
datashades.info,https://dados.antt.gov.br,dados.antt.gov.br,https://dados.antt.gov.br,Bem vindo - Portal de Dados Abertos ANTT,,200
datashades.info,https://opendata.camden.gov.uk/browse?tags=planning%utf8=T%sortBy=relevance/data,opendata.camden.gov.uk,https://opendata.camden.gov.uk,"Results matching topic of planning%utf8=T%sortBy=relevance/data | Page 1 of 0 | Open Data Portal
",,200
datashades.info,http://bermuda.io,bermuda.io,http://bermuda.io,Connection Error,,200
datashades.info,https://arcticatlas.geobotany.org/catalog,arcticatlas.geobotany.org,https://arcticatlas.geobotany.org,Data Catalog - Alaska Arctic Geoecological Atlas,,200
datashades.info,https://datos.caf.com,datos.caf.com,https://datos.caf.com,Bienvenida - CKAN,,200
datashades.info,https://datasets.fieldsofview.in,datasets.fieldsofview.in,https://datasets.fieldsofview.in,Welcome - Fields of View Data Repository,,200
datashades.info,https://datos.gob.ar,datos.gob.ar,https://datos.gob.ar,"
    Datos Argentina",,200
datashades.info,https://ckan.dev.pdnd.italia.it,ckan.dev.pdnd.italia.it,https://ckan.dev.pdnd.italia.it,Connection Error,,200
datashades.info,https://opendata.meerbusch.de,opendata.meerbusch.de,https://opendata.meerbusch.de,Connection Error,,200
datashades.info,http://dados.ufpi.br,dados.ufpi.br,http://dados.ufpi.br,Bem vindo - Dados Abertos - UFPI,,200
datashades.info,https://sprogteknologi.dk,sprogteknologi.dk,https://sprogteknologi.dk,Velkommen - sprogteknologi.dk,,200
datashades.info,http://catalogue.simocean.pt,catalogue.simocean.pt,http://catalogue.simocean.pt,Welcome - SIMOCEAN,,200
datashades.info,http://datos.minfin.gob.gt,datos.minfin.gob.gt,http://datos.minfin.gob.gt,AttributeError,,200
datashades.info,https://ckan.grassroots.tools,ckan.grassroots.tools,https://ckan.grassroots.tools,Welcome - DFW CKAN,,200
datashades.info,https://dadosabertos.bndes.gov.br,dadosabertos.bndes.gov.br,https://dadosabertos.bndes.gov.br,Bem vindo - Portal de Dados Abertos do BNDES,,200
datashades.info,https://pacificdata.org/data,pacificdata.org,https://pacificdata.org,Dataset - Pacific Data Hub,,200
datashades.info,http://drdsi.jrc.ec.europa.eu,drdsi.jrc.ec.europa.eu,http://drdsi.jrc.ec.europa.eu,Connection Error,,200
datashades.info,http://data.surrey.ca,data.surrey.ca,http://data.surrey.ca,Welcome - City of Surrey Open Data Catalogue,,200
datashades.info,http://dados.agricultura.gov.br,dados.agricultura.gov.br,http://dados.agricultura.gov.br,"Bem vindo - Portal de Dados Abertos do Ministério da Agricultura, Pecuária e Abastecimento",,200
datashades.info,https://scoda.co.za,scoda.co.za,https://scoda.co.za,Offline for Maintenance,,503
datashades.info,https://www.data.gov.my/data,www.data.gov.my,https://www.data.gov.my,Error  - MAMPU,,200
datashades.info,https://data.ehealthireland.ie,data.ehealthireland.ie,https://data.ehealthireland.ie,Welcome - HSE Open Data,,200
datashades.info,https://ckan.fiware-testbed.jp,ckan.fiware-testbed.jp,https://ckan.fiware-testbed.jp,Connection Error,,200
datashades.info,https://opendata.ozwillo.com/fr,opendata.ozwillo.com,https://opendata.ozwillo.com,Connection Error,,200
datashades.info,http://datenregister.berlin.de,datenregister.berlin.de,http://datenregister.berlin.de,Anmeldung - Datenregister Berlin,,200
datashades.info,https://staging.justicehub.in,staging.justicehub.in,https://staging.justicehub.in,Connection Error,,200
datashades.info,https://donneesquebec.ca/recherche/fr,donneesquebec.ca,https://donneesquebec.ca,Bienvenue - Données Québec,,200
datashades.info,http://opendata.comune.bari.it,opendata.comune.bari.it,http://opendata.comune.bari.it,Benvenuti - Opendata Bari.it,,200
datashades.info,http://dati.toscana.it,dati.toscana.it,http://dati.toscana.it,Benvenuti - OpenData - Regione Toscana,,200
datashades.info,https://www.data.gv.at/katalog,www.data.gv.at,https://www.data.gv.at,Offene Daten Österreich | data.gv.at,"WPML ver:4.6.3 stt:1,3;",200
datashades.info,http://opendata.imet.gr,opendata.imet.gr,http://opendata.imet.gr,Welcome - CERTH-HIT OpenData Hub Greece,,200
datashades.info,https://catalog.data.gov,catalog.data.gov,https://catalog.data.gov,Dataset - Catalog,,200
datashades.info,http://dados.recife.pe.gov.br,dados.recife.pe.gov.br,http://dados.recife.pe.gov.br,Bem vindo - Portal de Dados Abertos da Cidade do Recife,,200
datashades.info,https://ckancc.g-location-server.site,ckancc.g-location-server.site,https://ckancc.g-location-server.site,Connection Error,,200
datashades.info,https://data.gov.bf,data.gov.bf,https://data.gov.bf,Error | Drupal,,500
datashades.info,https://data.msmt.cz,data.msmt.cz,https://data.msmt.cz,AttributeError,,200
datashades.info,http://data.kk.dk,data.kk.dk,http://data.kk.dk,"
        
Københavns Kommune

    ",,200
datashades.info,http://dadosabertos.antaq.gov.br,dadosabertos.antaq.gov.br,http://dadosabertos.antaq.gov.br,Connection Error,,200
datashades.info,https://ckan.test-app.vwtelecom.com,ckan.test-app.vwtelecom.com,https://ckan.test-app.vwtelecom.com,Connection Error,,200
datashades.info,https://ckanmtp.ymparisto.fi,ckanmtp.ymparisto.fi,https://ckanmtp.ymparisto.fi,"
	Tervetuloa Meritietoportaaliin",,200
datashades.info,https://apgc.awi.de,apgc.awi.de,https://apgc.awi.de,Welcome - Arctic Permafrost Geospatial Centre,,200
datashades.info,https://dados.contraosagrotoxicos.org,dados.contraosagrotoxicos.org,https://dados.contraosagrotoxicos.org,Connection Error,,200
datashades.info,https://data.maintenance.org.au,data.maintenance.org.au,https://data.maintenance.org.au,Welcome - Data - CTMTDS,,200
datashades.info,https://ckan-d4s.d4science.org,ckan-d4s.d4science.org,https://ckan-d4s.d4science.org,Welcome - D4Science Catalogue,,200
datashades.info,http://dati.ustat.miur.it,dati.ustat.miur.it,http://dati.ustat.miur.it,Benvenuti - Open Data dell'istruzione superiore,,200
datashades.info,https://demo.datashades.com,demo.datashades.com,https://demo.datashades.com,Welcome - Datashades Demo,,200
datashades.info,http://dati.comune.matera.it,dati.comune.matera.it,http://dati.comune.matera.it,Benvenuti - OpenData Matera,,200
datashades.info,http://dato.chequeado.com,dato.chequeado.com,http://dato.chequeado.com,Apache Tomcat/10.0.23,,200
datashades.info,http://knowledge.omaha.org.cn,knowledge.omaha.org.cn,http://knowledge.omaha.org.cn,Connection Error,,200
datashades.info,http://data.open.guelph.ca,data.open.guelph.ca,http://data.open.guelph.ca,Welcome - Guelph Open Data,,200
datashades.info,http://data.tegalkab.go.id,data.tegalkab.go.id,http://data.tegalkab.go.id,Selamat datang - Data Terbuka - Kabupaten Tegal,,200
datashades.info,http://opendatastore.brussels,opendatastore.brussels,http://opendatastore.brussels,AttributeError,,200
datashades.info,https://edx.netl.doe.gov,edx.netl.doe.gov,https://edx.netl.doe.gov,Welcome - EDX,,200
datashades.info,https://govdata.de/ckan,govdata.de,https://govdata.de,Govdata.de - Seite nicht verfügbar,,404
datashades.info,https://dataportal.geofyn.dk,dataportal.geofyn.dk,https://dataportal.geofyn.dk,AttributeError,,404
datashades.info,https://canwin-datahub.ad.umanitoba.ca/data,canwin-datahub.ad.umanitoba.ca,https://canwin-datahub.ad.umanitoba.ca,Research Outputs - Canadian Watershed Information Network,,200
datashades.info,https://data.vulekamali.gov.za,data.vulekamali.gov.za,https://data.vulekamali.gov.za,Welcome - vulekamali Datastore,,200
datashades.info,https://www.geo2france.fr/ckan,www.geo2france.fr,https://www.geo2france.fr,Page non trouvée | Géo2France,,404
datashades.info,http://opendata.semarangkota.go.id,opendata.semarangkota.go.id,http://opendata.semarangkota.go.id,Welcome - open,,200
datashades.info,https://data.sba.gov,data.sba.gov,https://data.sba.gov,Welcome - U.S. Small Business Administration (SBA) | Open Data,,200
datashades.info,http://dados.ufes.br,dados.ufes.br,http://dados.ufes.br,Bem vindo - Dados Abertos,,200
datashades.info,https://data-test.toll.no,data-test.toll.no,https://data-test.toll.no,Page Redirection,,200
datashades.info,https://ckanviz.swige.unhcr.org,ckanviz.swige.unhcr.org,https://ckanviz.swige.unhcr.org,Connection Error,,200
datashades.info,https://datos.gob.sv,datos.gob.sv,https://datos.gob.sv,Connection Error,,200
datashades.info,http://dados.gov.br,dados.gov.br,http://dados.gov.br,Portal de Dados Abertos,,200
datashades.info,https://dadosabertos.prefeitura.poa.br,dadosabertos.prefeitura.poa.br,https://dadosabertos.prefeitura.poa.br,Bem vindo - Dados Abertos - POA,,200
datashades.info,https://opendata.mzcr.cz,opendata.mzcr.cz,https://opendata.mzcr.cz,Vítejte - Katalog otevřených dat,,200
datashades.info,http://b2find.eudat.eu,b2find.eudat.eu,http://b2find.eudat.eu,Welcome - B2FIND,,200
datashades.info,https://opendata.portdebarcelona.cat,opendata.portdebarcelona.cat,https://opendata.portdebarcelona.cat,Benvinguts - Portal Open Data del Port de Barcelona,,200
datashades.info,http://dados.mg.gov.br,dados.mg.gov.br,http://dados.mg.gov.br,Bem vindo - Portal de Dados Abertos do Estado de Minas Gerais,,200
datashades.info,http://datos.techo.org,datos.techo.org,http://datos.techo.org,Bienvenida - TECHO Datos Abiertos,,200
datashades.info,https://data.cityofboston.gov,data.cityofboston.gov,https://data.cityofboston.gov,Homepage | Boston.gov,,200
datashades.info,http://opendata.ayto-caceres.es,opendata.ayto-caceres.es,http://opendata.ayto-caceres.es,Inicio - OpenData Cáceres,,200
datashades.info,http://datos.misiones.gov.ar,datos.misiones.gov.ar,http://datos.misiones.gov.ar,Connection Error,,200
datashades.info,https://dados.ifsp.edu.br,dados.ifsp.edu.br,https://dados.ifsp.edu.br,Bem vindo - Portal de Dados Abertos do IFSP ,,200
datashades.info,https://www.eia.gov/environment/data.php/data,www.eia.gov,https://www.eia.gov,Environment Data - U.S. Energy Information Administration (EIA),,200
datashades.info,https://dadosabertos.senado.gov.br/data,dadosabertos.senado.gov.br,https://dadosabertos.senado.gov.br,Dados Abertos,Plone - http://plone.com,200
datashades.info,http://data.opendataportal.at,data.opendataportal.at,http://data.opendataportal.at,Connection Error,,200
